id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year_found
8889257,Elegance in Historic Queen Anne,25899989,Ellie,Queen Anne,47.62950681,-122.3676293,Entire home/apt,$165.00 ,2,3,1/2/2016,3.0,1,337,2016
5680462,Stunning 6 bd in THE BEST Location!,22372266,Sarah,Queen Anne,47.63920266,-122.36586270000001,Entire home/apt,$461.00 ,3,18,11/15/2015,2.65,1,327,2016
8988178,"Lovely Queen Anne Cottage, 2 BR",2983711,Paige,,47.63564979,-122.3728928,Entire home/apt,$109.00 ,3,1,11/25/2015,0.73,1,69,2016
3245876,Park Life in Lower Queen Anne,9465817,Libby,Queen Anne,47.62620037,-122.3666019,Private room,$66.00 ,1,84,1/2/2016,4.55,1,364,2016
4933447,"Private Garden Suite, Bay View",25417834,Markus And Melissa,Queen Anne,47.64064588,-122.37240590000002,Private room,$99.00 ,2,45,11/6/2015,4.58,1,171,2016
7735464,Queen Anne Getaway Near Seattle!,6170760,Sam,Queen Anne,47.63977587,-122.37223540000001,Private room,$200.00 ,1,0,,,1,125,2016
6291829,Grand Craftsman Home on Queen Anne,32713558,Kary,Queen Anne,47.63602478,-122.3586936,Entire home/apt,$700.00 ,3,5,8/10/2015,0.82,1,359,2016
9218403,Queen Anne View One Bedroom,14100483,Annie,,47.62794034,-122.3649587,Entire home/apt,$110.00 ,1,1,1/3/2016,1.0,1,360,2016
4125779,Cozy Queen Anne Finished Basement,21401856,Nick,Queen Anne,47.63637426,-122.3610334,Private room,$99.00 ,1,11,10/18/2015,0.71,1,365,2016
8942678,Lovely Queen Anne home,46675077,Susanna,Queen Anne,47.63563222,-122.35888090000002,Entire home/apt,$450.00 ,4,1,12/1/2015,0.86,1,53,2016
10106055,"Cozy Lower Level, Upper Queen Anne",51860756,Maggie & Alex,Queen Anne,47.63339396,-122.37191990000001,Private room,$75.00 ,1,0,,,1,365,2016
6362362,Charming home on Queen Anne,33147763,Tracy,Queen Anne,47.63851671,-122.36958100000001,Entire home/apt,$600.00 ,3,1,7/20/2015,0.18,1,212,2016
3544550,VIEW-Monthly Rental Available,16708587,Jill,Queen Anne,47.63139735,-122.36776689999999,Entire home/apt,$450.00 ,4,8,9/2/2015,1.3,2,293,2016
9025039,Cute Bungalow-Close to Everything!,68155,Lori,Queen Anne,47.63875224,-122.3679727,Entire home/apt,$150.00 ,1,0,,,1,49,2016
3200646,Micro Gypsy Wagon on Queen Anne,4016632,Jean-Marc,Queen Anne,47.63926602,-122.3747258,Private room,$45.00 ,2,80,1/2/2016,4.38,5,107,2016
8859380,STUNNING VIEW of Puget Sound,3792761,Kimberly,Queen Anne,47.62990712,-122.3689481,Entire home/apt,$300.00 ,2,6,1/2/2016,2.47,1,356,2016
4520099,Open Airy Queen Anne Condo,6184895,Lana,Queen Anne,47.63981587,-122.37433850000001,Entire home/apt,$80.00 ,2,4,7/25/2015,0.33,1,305,2016
2481869,Airy + Bright Queen Anne Cottage,5177328,Andrea,Queen Anne,47.63900778,-122.36532009999999,Entire home/apt,$175.00 ,2,38,10/11/2015,1.86,6,323,2016
1110749,Queen Anne 3 bed near everything,5325329,Blair,Queen Anne,47.63508504,-122.36444350000001,Entire home/apt,$325.00 ,2,68,12/21/2015,2.18,8,162,2016
5978498,1914 Stunner View Ocean Mountain,31037494,Silvia,Queen Anne,47.64063323,-122.3727094,Entire home/apt,$175.00 ,4,8,12/3/2015,1.31,1,213,2016
5021081,Seattle Queen Anne Beauty,25906186,Vacation,Queen Anne,47.63812149,-122.37579,Entire home/apt,$222.00 ,2,5,11/12/2015,0.99,1,2,2016
1686930,The Hideaway- Queen Anne/downtown,8916363,Paige,Queen Anne,47.62981553,-122.36621229999999,Entire home/apt,$159.00 ,1,62,12/7/2015,2.27,1,309,2016
7680289,QUEEN ANNE VIEW ONE! - SEATTLE,40335071,Kevin,Queen Anne,47.63981019,-122.37380060000001,Entire home/apt,$125.00 ,2,19,11/29/2015,4.35,2,353,2016
7207641,"URBAN SANCTUARY, 3BR, QUEEN ANNE",6544973,Joe & Anna,Queen Anne,47.63556952,-122.36165259999999,Entire home/apt,$348.00 ,3,5,9/3/2015,0.97,1,153,2016
5062445,Cozy Homebase Close to Downtown,21072725,Chris,Queen Anne,47.63497873,-122.35886940000002,Private room,$45.00 ,1,7,12/8/2015,0.9,1,363,2016
8925878,VIEW QUEEN ANNE! - VINTAGE SEATTLE,40335071,Kevin,Queen Anne,47.63936210000001,-122.37240259999999,Entire home/apt,$150.00 ,2,2,12/18/2015,0.83,2,351,2016
6389657,Cute little Seattle Studio!,2052160,Ruth,Queen Anne,47.63461628,-122.35802269999999,Entire home/apt,$80.00 ,3,11,8/19/2015,1.98,1,201,2016
4218733,Walker's Dream on Queen Anne Hill,21896205,Henry,Queen Anne,47.63800138,-122.36100479999999,Entire home/apt,$110.00 ,2,71,1/1/2016,4.7,1,351,2016
2715623,"DARLING VINTAGE COTTAGE, QUEEN ANNE",8242272,Debera,Queen Anne,47.63199585,-122.3716577,Entire home/apt,$148.00 ,3,9,10/29/2015,0.46,1,310,2016
1392332,Modern Eco-Friendly View Retreat,2315558,Holly,Queen Anne,47.63868624,-122.37079990000001,Entire home/apt,$350.00 ,2,41,7/31/2015,1.38,1,308,2016
7308567,Beautiful 1 Bedrm in Queen Anne,17597607,Nicole,Queen Anne,47.63365004,-122.3604497,Entire home/apt,$150.00 ,2,18,12/31/2015,3.35,1,339,2016
6575380,One bedroom with Lounge,34392395,Sam,Queen Anne,47.63430018,-122.3570598,Private room,$150.00 ,1,9,9/20/2015,1.99,1,285,2016
6004058,LOWER QUEEN ANNE STUDIO W/PATIO,9031463,Marina,Queen Anne,47.62834387,-122.3664054,Entire home/apt,$100.00 ,1,20,1/2/2016,2.29,1,87,2016
9550869,Queen Anne Craftsman,12867960,Maureen,Queen Anne,47.63539394,-122.36899109999999,Entire home/apt,$349.00 ,1,0,,,1,354,2016
8515408,Queen Anne Hill Craftsman studio,3502513,Jennifer,Queen Anne,47.63803516,-122.3609101,Entire home/apt,$110.00 ,2,3,12/31/2015,1.06,1,89,2016
5383192,Craftsman House Near Everything,27606550,Christine,Queen Anne,47.63933159,-122.36159939999999,Entire home/apt,$160.00 ,2,1,6/29/2015,0.16,1,295,2016
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Annie,Queen Anne,47.63530805,-122.36653170000001,Entire home/apt,$130.00 ,3,26,12/29/2015,0.8,1,89,2016
7772661,:: Carriage House :: Queen Anne ::,40885963,Michael,Queen Anne,47.63737488,-122.36941090000002,Entire home/apt,$99.00 ,1,2,12/21/2015,2.0,1,142,2016
9254900,STUDIO APARTMENT WITH A VIEW,27128936,Anisa,,47.63829757,-122.3737787,Entire home/apt,$100.00 ,1,0,,,1,29,2016
7714294,Top Floor Apt. W/ Spectacular View!,3521823,Elise,Queen Anne,47.63175344,-122.3712717,Entire home/apt,$137.00 ,2,3,9/3/2015,0.64,2,303,2016
10310373,"Cozy, cute, Queen Anne living",53050379,Ana,Queen Anne,47.63858056,-122.3753257,Private room,$20.00 ,1,0,,,1,351,2016
9368342,"Beautiful, Modern Townhouse",1039322,Manomi,Queen Anne,47.63788372,-122.36737109999999,Entire home/apt,$150.00 ,4,0,,,1,212,2016
6361863,Located in the heart of Queen Anne,25150356,Kurt & Anna,Queen Anne,47.63751735,-122.36081170000001,Entire home/apt,$145.00 ,2,44,1/1/2016,5.64,1,331,2016
8105221,Cozy room in Modern Queen Anne Home,15155647,Shiri,Queen Anne,47.63687418,-122.3722717,Private room,$80.00 ,1,10,11/29/2015,2.5,1,364,2016
3269390,Stand alone Guest Cottage,12171359,Diane,Queen Anne,47.63256274,-122.3672228,Entire home/apt,$95.00 ,3,77,12/28/2015,4.12,1,321,2016
4566393,Beautiful West Queen Anne Craftsman,23669617,Irmela,Queen Anne,47.63532192,-122.36612109999999,Entire home/apt,$400.00 ,2,0,,,1,365,2016
9282409,Bright & Airy room w/ $1M views,560743,Zachary,Queen Anne,47.63263391,-122.36931840000001,Private room,$85.00 ,2,2,12/12/2015,1.3,1,247,2016
8095168,Private room in upper QA w/ view!,3521823,Elise,Queen Anne,47.63260004,-122.3699524,Private room,$70.00 ,1,1,9/8/2015,0.25,2,103,2016
2746782,Suite Garage on Queen Anne,4016632,Jean-Marc,Queen Anne,47.64105215,-122.37508170000001,Entire home/apt,$90.00 ,2,109,12/29/2015,5.24,5,103,2016
6424982,Peaceful Queen Anne Getaway,33524725,Ruth,Queen Anne,47.63140095,-122.36769009999999,Private room,$80.00 ,1,52,1/2/2016,7.06,1,345,2016
762029,Hand crafted Gypsy Wagon with heart,4016632,Jean-Marc,Queen Anne,47.64152493,-122.3761504,Private room,$60.00 ,2,191,1/1/2016,4.96,5,102,2016
8988281,Cozy 2 BR/1 BA Queen Anne Home,46954097,Nell & Andreas,Queen Anne,47.635310700000005,-122.36350559999998,Entire home/apt,$175.00 ,1,0,,,1,48,2016
7077910,"Modern Townhouse, Heart of Ballard!",2843411,Dina,,47.66932717,-122.3925936,Entire home/apt,$170.00 ,4,9,11/29/2015,1.82,1,27,2016
3772674,Cozy Ballard Apartment,18232665,Kim,Ballard,47.67407416,-122.39386409999999,Entire home/apt,$85.00 ,3,65,12/14/2015,3.94,1,347,2016
7021906,Plum Modern - 5 bdrm Tranquility,28770702,Mercy,Ballard,47.67362807,-122.389302,Entire home/apt,$465.00 ,3,5,12/16/2015,1.38,1,175,2016
7618605,1BR-Ultra Hip Ballard-Walk to Bars!,5326074,Mckinzy,Ballard,47.66845996,-122.379516,Entire home/apt,$175.00 ,1,5,12/1/2015,1.01,1,94,2016
10234558,Cozy BR in heart of lively Ballard,31887689,Sophia,,47.67066232,-122.3786659,Private room,$50.00 ,1,0,,,1,355,2016
7021702,"Modern, Cozy 1 Bedroom Apartment",36805437,Brooke,Ballard,47.67264618,-122.38933300000001,Private room,$60.00 ,1,0,,,1,166,2016
7680439,Urban cottage in heart of Ballard,1612983,Andrea,Ballard,47.67317538,-122.38225959999998,Private room,$59.00 ,1,16,12/20/2015,3.29,1,360,2016
4258515,**Be in the MIDDLE OF EVERYTHING!*,841009,Lauren,Ballard,47.667933000000005,-122.37865249999999,Private room,$47.00 ,1,23,10/8/2015,3.07,1,89,2016
1148517,Cute Cottage in Sunny Ballard,6296335,Fleur,Ballard,47.67296864,-122.3973382,Entire home/apt,$145.00 ,2,45,9/21/2015,1.44,1,88,2016
2487892,Two blocks from downtown Ballard,1343908,Martin,Ballard,47.66862742,-122.3894959,Private room,$70.00 ,1,75,12/20/2015,3.46,1,343,2016
3038772,"Cozy Private Room, Bath and Patio",15473800,Lisa,Ballard,47.67011138,-122.39386929999999,Private room,$55.00 ,2,86,1/1/2016,4.43,1,348,2016
699460,Ballard Artist's Studio,3587674,Patti And Benson,Ballard,47.671690500000004,-122.38523909999998,Private room,$95.00 ,2,151,12/18/2015,3.85,1,327,2016
4085439,Historic Ballard House,21066328,Debra,Ballard,47.67083618,-122.3925371,Private room,$125.00 ,1,6,5/29/2015,0.38,1,345,2016
8053990,Nautical Bedroom in Modern House,23228606,Elin,Ballard,47.67088677,-122.39302930000001,Private room,$65.00 ,1,16,12/13/2015,3.75,3,354,2016
7011773,Pull out couch in garage,23228606,Elin,Ballard,47.67011497,-122.39299440000002,Private room,$25.00 ,1,0,,,3,55,2016
2467550,Tiny Ballard House Near Transit,811494,Alexis,Ballard,47.67430793,-122.37674229999999,Entire home/apt,$40.00 ,5,0,,,1,48,2016
2686374,Bunkhouse Topbunk/Airstream Retreat,2231298,Chris,Ballard,47.67125039,-122.38263909999998,Entire home/apt,$149.00 ,1,165,1/2/2016,7.84,2,354,2016
1956274,Sweet Ballard Apartment for Two,7466082,Vera,Ballard,47.66869206,-122.39608940000001,Entire home/apt,$125.00 ,3,48,12/1/2015,2.11,1,354,2016
8537192,Charming Old Ballard Bungalow (2/2),43954674,Brian,Ballard,47.67180552,-122.3880471,Private room,$55.00 ,1,0,,,2,247,2016
5919096,Ballard Victorian 900 sq ft apt,53050,Bob,Ballard,47.6714184,-122.3853854,Entire home/apt,$129.00 ,5,2,6/1/2015,0.26,2,215,2016
6516529,"One-bedroom Apartment, Ballard",3781927,Katharine,Ballard,47.66874895,-122.38387,Entire home/apt,$100.00 ,1,0,,,1,199,2016
3294243,Beautiful Ballard condo with view!,4970133,Paula,Ballard,47.67268172,-122.3877307,Entire home/apt,$150.00 ,2,27,10/14/2015,1.48,1,258,2016
10210971,Bedroom & private bath in Ballard,24709547,Daniel,,47.66968185,-122.3909885,Private room,$50.00 ,1,0,,,1,363,2016
3584790,2 Bedrm Apt in the heart of Ballard,2882219,John And Alicia,Ballard,47.67504404,-122.3827149,Entire home/apt,$99.00 ,5,0,,,1,2,2016
1266459,Pretty Condo in Downtown Ballard,2317654,Dahlia,Ballard,47.66797917,-122.3821054,Entire home/apt,$150.00 ,2,9,7/17/2015,0.3,1,335,2016
9098059,Loft bedroom & art studio,43954674,Brian,Ballard,47.67324985,-122.3873317,Entire home/apt,$105.00 ,2,0,,,2,17,2016
408526,Chic 3 bed 4 bath Ballard townhome,2034501,Vivian,Ballard,47.67553327,-122.376324,Entire home/apt,$218.00 ,14,0,,,1,365,2016
4118282,"Private, clean, spacious Townhome",19071753,Julien,Ballard,47.67570811,-122.3875594,Entire home/apt,$80.00 ,1,88,1/2/2016,6.07,1,80,2016
6813483,Victorian Charm in Heart of Ballard,35674639,Beverly,Ballard,47.67477103,-122.3858305,Entire home/apt,$126.00 ,2,10,12/26/2015,1.75,1,275,2016
6590264,Modern Ballard Apt 4 Tech Travlers,24500821,Tim,Ballard,47.66987432,-122.38771740000001,Entire home/apt,$115.00 ,1,5,11/13/2015,0.82,1,56,2016
2650482,Modern family home in Old Ballard,205007,Martin And Taryn,Ballard,47.67097576,-122.3878253,Entire home/apt,$225.00 ,2,10,8/7/2015,0.64,1,365,2016
20927,Cottage in the Heart of Ballard,79450,Brad & Liz,Ballard,47.67333939,-122.3951203,Entire home/apt,$89.00 ,2,244,12/26/2015,3.64,2,341,2016
4395578,Ballard Townhome - Pet Friendly!,430709,Sea To Sky Rentals,Ballard,47.67100489,-122.3813814,Entire home/apt,$225.00 ,3,1,3/29/2015,0.11,31,331,2016
4995903,Ballard Cottage with Loft,13535511,Megan,Ballard,47.67170353,-122.3763381,Entire home/apt,$50.00 ,1,0,,,1,60,2016
5549211,Plum Apartment,28770702,Mercy,Ballard,47.67175997,-122.39002009999999,Entire home/apt,$134.00 ,3,40,1/3/2016,4.05,1,295,2016
8240758,Spacious Ballard Apt: Walk to All!,15785670,Emily,Ballard,47.67481867,-122.38752120000001,Entire home/apt,$75.00 ,3,2,10/4/2015,0.62,1,94,2016
6856295,Pvt. Entrance Bedroom&Bath-Ballard,34872403,Pallavi,Ballard,47.67300401,-122.38500479999999,Private room,$65.00 ,1,46,1/1/2016,6.87,1,364,2016
6881188,Ballard Townhouse Near The Locks,33225983,Jean,Ballard,47.67039453,-122.393897,Entire home/apt,$375.00 ,1,23,12/30/2015,3.75,1,363,2016
1579615,"Ballard, Seattle Cozy Studio Apt.",8403307,Mario,Ballard,47.67582152,-122.3897101,Entire home/apt,$97.00 ,2,44,12/21/2015,1.55,1,340,2016
3766866,Condo in Hip Ballard WALK,19296907,J.Lynn,Ballard,47.67228446,-122.3823135,Entire home/apt,$145.00 ,2,14,12/31/2015,0.82,1,88,2016
2406966,Renovated 2 bedroom in old Ballard,53050,Bob,Ballard,47.67227237,-122.3841322,Entire home/apt,$129.00 ,5,12,10/29/2015,0.77,2,313,2016
4872699,Large Home in Historical Ballard,25066447,Karen,Ballard,47.67575024,-122.37657990000001,Entire home/apt,$197.00 ,4,1,2/2/2015,0.09,1,364,2016
5470629, Ballard Garden Apartment,28375755,Barbara,Ballard,47.67260212,-122.3884415,Entire home/apt,$120.00 ,2,25,12/20/2015,3.39,1,234,2016
2950213,Entire artist's  apt in hip hood,15060417,Ginny,Ballard,47.66676678,-122.38124270000002,Entire home/apt,$200.00 ,2,35,11/2/2015,1.84,1,88,2016
9015088,Spacious condo with gorgeous views,29133654,Muna,Ballard,47.67550084,-122.3889063,Entire home/apt,$135.00 ,1,5,1/2/2016,3.95,2,266,2016
3979496,Large bright room & TV in Seattle,4807375,Jayne,,47.67575764,-122.3787983,Private room,$70.00 ,1,31,11/7/2015,1.89,1,365,2016
7501919,Apartment in Downtown Ballard,36085516,Jennifer,Ballard,47.66780059,-122.3883002,Entire home/apt,$150.00 ,2,7,10/11/2015,1.37,1,357,2016
4732995,Urban Oasis in the Heart of Ballard,19533935,Stephanie,Ballard,47.66937129,-122.3762878,Entire home/apt,$200.00 ,2,4,12/20/2015,0.83,1,89,2016
7134759,Master in Modern Townhouse,23228606,Elin,Ballard,47.66896088,-122.39387690000001,Private room,$60.00 ,1,16,12/19/2015,3.87,3,47,2016
4532538,Classic old Ballard home,23489864,Daniel,Ballard,47.67168771,-122.39255859999999,Entire home/apt,$180.00 ,5,1,1/1/2016,1.0,1,365,2016
7534398,Private bedroom in heart of Ballard,39472587,Kelly,Ballard,47.67180998,-122.3834372,Private room,$69.00 ,1,8,12/21/2015,3.38,1,114,2016
9387189,Party Central Studio on Ballard Ave,1539790,Alianna,Ballard,47.66502233,-122.3827968,Entire home/apt,$90.00 ,1,1,12/5/2015,1.0,1,112,2016
6337492,Nice 1 bedroom apartment in Ballard,32998581,Katelynn,,47.66898921,-122.3951453,Entire home/apt,$80.00 ,1,5,10/10/2015,0.65,1,149,2016
10231701,Private room & bath- Ballard,52580911,Karen,Ballard,47.669354299999995,-122.3903476,Private room,$65.00 ,1,0,,,1,176,2016
1609922,Cute Cozy Townhome in Old Ballard,3494510,Katie,Ballard,47.67166568,-122.37791229999999,Entire home/apt,$150.00 ,4,26,11/29/2015,0.96,1,16,2016
4236723,Ballard Bunkhouse - Bottom Bunk,2231298,Chris,Ballard,47.67058142,-122.3822112,Entire home/apt,$195.00 ,1,113,1/2/2016,7.53,2,362,2016
7843837,Charming Ballard Apartment,19001873,Kailee,Ballard,47.67210896,-122.3835885,Entire home/apt,$149.00 ,1,0,,,1,183,2016
3076065,Foodie Paradise near DT Seattle ,15655683,Michael,Ballard,47.67145807,-122.3791745,Entire home/apt,$224.00 ,3,15,9/21/2015,1.22,1,365,2016
6423204,Charming 1919 cottage in Ballard,33367198,Mark And Marti,Ballard,47.67155977,-122.382704,Entire home/apt,$115.00 ,3,44,12/27/2015,5.87,1,54,2016
8338849,Charming Old Ballard bungalow,43954674,Brian,Ballard,47.67283504,-122.3874716,Private room,$55.00 ,1,7,9/30/2015,1.91,2,249,2016
6401209,Plum House - 4 bdrm Ballard luxury,28770702,Mercy,Ballard,47.67397129,-122.38938049999999,Entire home/apt,$338.00 ,3,13,12/28/2015,2.05,1,154,2016
20928,Victorian in the Heart of Ballard,79450,Brad & Liz,Ballard,47.6736071,-122.39380290000001,Entire home/apt,$79.00 ,2,44,12/23/2015,6.23,2,334,2016
3344977,Private room blocks to DT Ballard,16884006,Alex,Ballard,47.66939869,-122.38925400000001,Private room,$80.00 ,1,56,10/25/2015,3.11,1,166,2016
7604621,Heart of Ballard private room,39884676,Will,Ballard,47.67217670000001,-122.39036170000001,Entire home/apt,$85.00 ,2,11,12/23/2015,3.55,1,89,2016
3303978,Private 1BR apartment with kitchen,16687781,Andrea,Ballard,47.67349962,-122.38696359999999,Entire home/apt,$80.00 ,2,39,12/28/2015,2.22,1,150,2016
7067082,Ballard Loft-crash pad,25171396,Heidi,,47.66934443,-122.38653909999998,Private room,$49.00 ,1,10,9/28/2015,1.68,1,344,2016
3121829,Kid friendly townhouse near it all ,4152568,Barrie,Ballard,47.6719218,-122.3806568,Entire home/apt,$100.00 ,1,6,12/30/2015,0.34,1,240,2016
2539881,Sunny Ballard Near Everthing,12503146,Alan,Ballard,47.66934544,-122.39697350000002,Entire home/apt,$79.00 ,1,4,11/29/2015,0.2,1,2,2016
3678718,Odd Lodging in the Heart of Ballard,5776729,Ballard Odd Fellows,Ballard,47.66746398,-122.3782553,Entire home/apt,$75.00 ,2,79,12/18/2015,4.67,1,356,2016
4694479,Cozy Room in Heart of Ballard,20069008,Kaiser,Ballard,47.67181197,-122.38898130000001,Private room,$57.00 ,2,50,12/14/2015,5.32,2,358,2016
6646843,Sweet North Central Flat,34793330,Maya And Yoav,Ballard,47.67082046,-122.3705111,Entire home/apt,$99.00 ,2,28,12/28/2015,5.79,1,340,2016
1364440,Ballard Mid-Century Apartment Room,256203,Shannon,Ballard,47.663734399999996,-122.3620801,Private room,$55.00 ,2,20,9/26/2015,0.68,1,365,2016
1781873,Fremont View Apartment,2237228,Mimi,Ballard,47.6675968,-122.3647017,Entire home/apt,$96.00 ,2,57,12/1/2015,2.56,1,179,2016
4138423, Sunny Ballard Digs,129014,Rob And Molly,Ballard,47.67053238,-122.3653185,Entire home/apt,$99.00 ,1,38,12/20/2015,2.61,2,352,2016
5562674,Walk Ballard! Bright Basement 2Bdrm,28840161,Anna,Ballard,47.66676677,-122.3688235,Entire home/apt,$79.00 ,1,71,12/13/2015,7.2,1,162,2016
1789341,Modern Classic~Convenient~Priv Home,3979528,Amelia & Foxy,Ballard,47.67235398,-122.3661749,Entire home/apt,$115.00 ,3,17,11/28/2015,0.82,2,174,2016
4672934,Modern 3BR Freestanding Townhouse,19993125,Steven,Ballard,47.66583687,-122.37013229999998,Entire home/apt,$350.00 ,1,13,1/2/2016,1.06,1,352,2016
4550099,Brand-New 3BR/3BA Home w/ Roof-View,15104715,Mike & Laura,Ballard,47.67433308,-122.37567800000001,Entire home/apt,$295.00 ,2,3,5/26/2015,0.22,1,0,2016
1198799,A Friendly Place in Ballard,6428916,Javier & Yeon,Ballard,47.67269174,-122.3735586,Private room,$70.00 ,2,19,1/1/2016,1.84,1,337,2016
5308429,Entire Private Floor:Bed&Bath Suite,7849723,Brian,Ballard,47.67529056,-122.3704741,Private room,$53.00 ,14,18,1/2/2016,1.65,1,168,2016
2769088,Rooftop Olympic View 4m Sunny Loft ,5067360,Wendy,Ballard,47.66899339,-122.3628603,Entire home/apt,$110.00 ,2,12,8/11/2015,0.61,1,306,2016
7603135,Ballard Bungalow,39549545,Alex,Phinney Ridge,47.66879475,-122.3616125,Entire home/apt,$225.00 ,1,4,9/21/2015,0.85,1,143,2016
9374365,Gorgeous Townhome Private Room,6407320,Varun,Ballard,47.67388232,-122.3746263,Private room,$35.00 ,1,7,12/30/2015,3.96,1,326,2016
6106498,Home sweet home-away-from home!,31684830,Yedida,Ballard,47.66578734,-122.3619923,Private room,$55.00 ,1,23,10/12/2015,2.82,1,247,2016
9331449,Gorgeous Townhome Main Bdrm+Balcony,6407320,Varun,Ballard,47.67228263,-122.37316159999999,Private room,$45.00 ,1,2,12/14/2015,2.0,1,326,2016
8799162,Ballard studio w kitchen & bath,46108145,Mary,Phinney Ridge,47.66835401,-122.3611388,Private room,$79.00 ,1,0,,,1,89,2016
4317390,Comfort in Ballard/Fremont for 8!,22414188,Grace,Ballard,47.66880846,-122.3662618,Entire home/apt,$133.00 ,2,39,12/21/2015,2.87,1,365,2016
3884851,Large room in Ballard neighborhood ,19477023,Cindy,Ballard,47.66832396,-122.3718212,Private room,$65.00 ,2,64,1/2/2016,3.86,1,365,2016
3155785,Artists' Retro Duplex in Ballard,9484588,Kim,Ballard,47.6723724,-122.36284170000002,Private room,$61.00 ,1,4,9/7/2015,0.82,1,125,2016
9368517,La Petite Casa Grande in Fremont,48604323,Matt And Amy,Ballard,47.66388206,-122.36217490000001,Entire home/apt,$200.00 ,4,0,,,1,30,2016
5643240,Cozy 1BD in Storybook Ballard Home,12036205,Sara,Ballard,47.67092865,-122.3667818,Entire home/apt,$70.00 ,5,8,12/4/2015,1.21,1,93,2016
5042014,BALLARD ART,18413215,Emiliya,Ballard,47.67261671,-122.37439270000002,Private room,$52.00 ,30,14,10/26/2015,1.25,1,308,2016
7724630,Artist's Retro Duplex,26877490,Sarah,Ballard,47.67271728,-122.36141709999998,Private room,$50.00 ,1,1,9/27/2015,0.3,1,126,2016
9449437,Gorgeous 4BR 2.5BA Townhome+Balcony,6407320,Varun,Ballard,47.67274336,-122.37319450000001,Entire home/apt,$275.00 ,1,0,,,1,232,2016
3053237,Ballard 1903 Modern Cottage,11580391,Shawn,Ballard,47.66454921,-122.36820890000001,Entire home/apt,$149.00 ,2,85,12/2/2015,4.28,1,363,2016
8132347,Seattle charmer-new remodel-Ballard,3681393,Ryan,Ballard,47.66658567,-122.3656518,Entire home/apt,$199.00 ,1,0,,,1,270,2016
63733,Seattle- Ballard Guestsuite -  ,311363,Irmgard,Ballard,47.67171434,-122.3658876,Entire home/apt,$89.00 ,2,125,12/30/2015,2.18,1,164,2016
2039149,Walkable Seattle 3-bedroom Home ,5325329,Blair,Ballard,47.66686785,-122.36403130000001,Entire home/apt,$225.00 ,1,121,12/21/2015,5.15,8,124,2016
227636,Large Ballard/Fremont apartment,1187351,Michael,Ballard,47.66807053,-122.3620862,Entire home/apt,$120.00 ,2,131,12/29/2015,2.59,1,320,2016
3689119,A Garden Guest House,1375021,Charlotte & Larry,Ballard,47.67212369,-122.3650094,Entire home/apt,$85.00 ,2,49,1/2/2016,2.85,1,365,2016
